image,title,price,description,features,sku,spec_2,spec_3,spec_4,Weight,category,sub-category,sub-su-category,user-agent
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/22/913776/1.jpg?8037,Spice Supreme Gel Superior Thyme Leaves, 3 200,gel superior thyme leaves is a unique blend of aromatic herbs spices packed in an air tight jar for a long shelf life very ideal for seasoning beef chicken fish and other poultry products.good taste and aroma for your stew soup meats chicken and varieties of rice recipe,Gel superior thyme leaves is a mixture of spices for a good taste for your rice and stew varieties of food cookedBig jar for you parties foods occasion planning and home use .Great taste aroma last longer,SKU: SP744FF0DN4DSNAFAMZ,Color: Multicolor,Production Country: United States,Product Line: unikic ventures,Weight (kg): 1,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/33/244366/1.jpg?4634,AACE FOODS Suya Spice X 3PIECEC, 3 500,spice to give your meal that amazing suya taste. a must have for every home. ,FreshA must have for every kitchenGood value for money aacesuya spice,SKU: AA448GR0JSJIMNAFAMZ,NAFDAC No.: N/A,Product Line: merrystore,Product Line: merrystore,Weight (kg): 0.2,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Thunderbird/45.3.0
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/09/936076/1.jpg?8924,Tiger Curry Masala 50 Sachets, 3 000,curry masala powder is a blend of indian curry with mediterranean herbs to impact aroma and flavor in your stew jollof fried rice chicken sauce yam porridge pepper soup pasta e.t.c.is bold and always tasty it does not offend any dish.a blend of 100 natural ingredients. gives your dishes a pleasant aroma and flavor.can be added to any meal of your choice.store in a cool dry place.,CURRY MASALA POWDER Is a Blend of Indian Curry with Mediterranean Herbs to impact Aroma and flavor in Your Stew Jollof Fried rice Chicken Sauce Yam porridge Pepper soup Pasta e.t.c.Is Bold and always Tasty it does not offend Any Dish.A blend of 100 natural ingredients. Gives your dishes a pleasant aroma and flavor.Can be added to any meal of your choice.Store in a cool dry place.,SKU: TI903FF05WYQ4NAFAMZ,Color: Golden yellow,Product Line: shalombliss Store,Product Line: shalombliss Store,Weight (kg): 0.4,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5)AppleWebKit /603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/09/567356/1.jpg?4777,AACE FOODS Suya Spice Yellow Pepper And Black Pepper X 3Pieces, 3 200,aace foods provide nutritious and tasty food and spices made from the best of west africa s cereals grains herbs and vegetables. aace foods sources its produce from small cluster farmers in rural communities across the west african region.,Gives your meal that appetizing aroma and sweet tasteA must have in every home X 3 pieces.,SKU: AA448GR05P27WNAFAMZ,NAFDAC No.: A1-3354,"Color: Brown, Black and Black",Product Line: Gwen's,Weight (kg): 0.21,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Thunderbird/45.3.0
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/31/586376/1.jpg?1306,Knorr Chicken Cubes 50x8g, 2 600 3 500,knorr chicken cubesmade with real chicken the knorr chicken cube is an ideal addition to any dish. turn quick dinner recipes into delicious meals that are sure to make your family smile from ear to ear. compliment chicken recipes or use the knorr chicken cubes to add scrumptious flavour and aroma to your rice stew and spaghetti dishes. you ll have your friends and family searching for the chicken ,Knorr cubes give great taste and aroma to meals.It contains iron for improved nutritionChicken SeasoningContains Iron which is essential mineral for red blood cells productionReal chicken flavour,SKU: KN679GR0IT07CNAFAMZ,NAFDAC No.: 01-0485,Color: Green,Product Line: FAITHFUL GOD MART,Weight (kg): 0.4,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,"Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit /537.36 (KHTML, like Gecko) Chrome/51.0.2704.79Safari/537.36 Edge/14.14393"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/83/067567/1.jpg?5209,Nestle Maggi Maggi Chicken Flavor 4g X 100 Cubes X 2, 1 500,maggi seasoning has a vibrant intense and rich chicken flavour maggi chicken not only gives consumers a wider choice of maggi tastes but also ensures that we satisfy the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.maggi seasoning has a vibrant intense and rich chicken flavour maggi chicken not only gives consumers a wider choice of maggi tastes but also ensures that we satisfy the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.maggi seasoning has a vibrant intense and rich chicken flavour maggi chicken not only gives consumers a wider choice of maggi tastes but also ensures that we satisfy the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.maggi seasoning has a vibrant intense and rich chicken flavour maggi chicken not only gives consumers a wider choice of maggi tastes but also ensures that we satisfy the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.,AffordableGreat Value for moneyPremiumDelicious taste in food100 cubes in a pack ,SKU: NE180FF1DGFCFNAFAMZ,Model: MAGGI,Production Country: Nigeria,Product Line: DEESKI.COM,Weight (kg): 5,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/40/884856/1.jpg?7315,Trs Ground Cumin Powder 100g X 3, 2 900,cumin is known for the benefits it offers more than its taste or flavor as it helps in losing weight improving digestion and immunity and treating skin disorders boils piles insomnia and respiratory disorders. let us understand each benefit in detail.prevents diabetesalthough research is still ongoing early studies report that cumin among a number of other spices can have a powerful effect in preventing diabetes by reducing the chances of hypoglycemia. the animals that were tested showed a sharp decline in hypoglycemia when fed cumin seeds in their diet. they also showed a decrease in glucosuria which is a condition where the urine contains too much glucose also resulting in hypoglycemia and diabetes. human testing is ongoing but early reports show that cumin can be a very powerful tool in the battle against diabetes.cumin is known for the benefits it offers more than its taste or flavor as it helps in losing weight improving digestion and immunity and treating skin disorders boils piles insomnia and respiratory disorders. let us understand each benefit in detail.,Ground for easy useComplex and pungent aromaPerfect for meat poultry and vegetablesCertified Gluten Free and OU Kosher,SKU: TR737FF0OCAYGNAFAMZ,Main Material: Cumin Powder,Production Country: United Kingdom,Product Line: the david's emporium,Weight (kg): 0.1,Grocery,"Herbs, Spices & Seasonings",Single Herbs & Spices,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/76/487096/1.jpg?1363,First Lady Spices First Lady Chilli Powder, 550,chili peppers are rich in various vitamins and minerals.however since they are only eaten in small amounts their contribution to your daily intake is minuscule. these spicy fruits boast vitamin c. chili peppers are very high in this powerful antioxidant which is important for wound healing and immune function.vitamin b6. a family of b vitamins b6 plays a role in energy metabolism.vitamin k1. also known as phylloquinone vitamin k1 is essential for blood clotting and healthy bones and kidneys.potassium. an essential dietary mineral that serves a variety of functions potassium may reduce your risk of heart disease when consumed in adequate amounts.copper. often lacking in the western diet copper is an essential trace element important for strong bones and healthy neurons.vitamin a. red chili peppers are high in beta carotene which your body converts into vitamin a.,,SKU: FI926FF19JDTKNAFAMZ,Color: Red,Main Material: Chili pepper,Weight (kg): 0.75,Shop Type: Jumia Mall,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2)AppleWebKit /601.3.9 /601.3.9 (KHTML, like Gecko)"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/29/789765/1.jpg?7634,Trs All Purpose Seasoning 100 G 2 Packs, 1 600,all purpose seasoning refers to a herb and spice blend that can be used in multiple savory applications.the common factor in different all purpose blends is their versatility.this spice blend is often used on meats and vegetables rice and stew.it is a convenient way to add multiple pre measured spices at the same time.use powdered all purpose seasonings in dry rubs or sprinkle them over vegetables before roasting them.some of the benefits of all purpose seasoning includes... low salt options awareness of the risks that come with high salt intake has led to many low salt or salt free all purpose seasoning options.these options provide flavor without the significant negative impact on health.low in fat because all purpose seasoning blends consist mostly of fat free spices they usually contain no fat.low in carbs the spices used in all purpose seasoning are typically carbohydrate free in addition to being fat free.the benefits of these characteristics are that they can treat or prevent health conditions like.....high blood pressure excessive salt consumption is one of the main factors in high blood pressure and the illnesses that it can cause.salt free or low salt all purpose seasoning blends can thus help to reduce the risk of increased blood pressure.obesity the fact that all purpose seasoning can give flavor to food without increasing fat and carbs means that it can be an effective tool for limiting weight gain.,Low SaltLow in FatLow in CarbsReduces Risk of High Blood Pressure,SKU: TR737FF0HQHXHNAFAMZ,"Care Label: To retain Freshness and flavour store in an airtight container, in a cool dry place.&nbsp;",Color: Red,Product Line: Kimani,Weight (kg): 0.1,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit /537.36 KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/48/339926/1.jpg?7333,Dangote Classic Cubes 4g X 100 X 20 carton , 9 350,dan q seasoning is a high quality product made from a rich selection of spices and other raw materials blended to perfection and laced with love to ensure tasty meals each time every time.whoever you are and whatever your choice of meals dan q seasoning currently available in chicken and beef variants gives you the added oomph that enhances the taste profile aroma and the look of your favorite meals ,Dan Q Seasoning is a high quality product made from a rich selection of spices and other raw materials blended to perfection and laced with love to ensure tasty meals each time every time.Whoever you are and whatever your choice of meals Dan Q seasoning currently available in chicken and beef variants gives you the added oomph that enhances the taste profile aroma and the look of your favorite meals ,SKU: DA110FF0SS3BQNAFAMZ,Color: Green,Model: Dangote,Product Line: Dangote Marketplace,Weight (kg): 0.4,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2)AppleWebKit /601.3.9 /601.3.9 (KHTML, like Gecko)"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/27/413894/1.jpg?5006,Knorr Chicken Seasoning 50 Cubes, 1 500,knorr chicken seasoning cubes are manufactured under the highest standards of quality control to give to you the perfect seasoning agent for your meals meats soups and stews. it contains dietary fibre and protein with a pure dash of chicken flavour. unlike other seasoning agents knorr chicken seasoning cubes does give your meals the after effects of a harsh salty unpleasant taste. when applied your meals turn out to be exquisitely delicious and the chicken flavoured aroma becomes enchanting and enticing. if you are a woman looking to impress knorr chicken seasoning cubes guarantees that it satisfies the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.,Contains dietary fibreGives an Iconic Chicken Flavor to meals meats and soupsCreates meals that are aromatically appealingSatisfying50 x 8g,SKU: KN679GR0GBKP2NAFAMZ,NAFDAC No.: Nil,Product Line: D ANCHOR STORE,Product Line: D ANCHOR STORE,Weight (kg): 0.2,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/96/955127/1.jpg?5027,Sana Foods Garlic Ginger Pure Powder, 1 800,dry ginger powder is widely used in the kitchen to add flavor and aroma. ... the powder is extracted from the ginger root which is dried. it is slightlybrownish powder that has a strong aroma and a pungent flavour. easy to store ginger powder has a long shelf life of about one year.garlic is a plant in the allium onion family.it is closely related to onions shallots and leeks. each segment of a garlic bulb is called a clove. there are about 10 20 cloves in a single bulb give or take.the sulfur compounds from garlic enter the body from the digestive tract and travel all over the body where it exerts its potent biological effects.garlic grows in many parts of the world and is a popular ingredient in cooking due to its strong smell and delicious taste.however throughout ancient history the main use of garlic was for its health and medicinal properties.garlic is low in calories and rich in vitamin c vitamin b6 and manganese. it also contains trace amounts of various other nutrients.,Relieves Stomach Upsets Improved Metabolism Aid to Common ColdHelps in weight loss ,SKU: SA423FF1LQ31ZNAFAMZ,Color: Brown,Main Material: Powder,Weight (kg): 0.5,Shop Type: Jumia Mall,Grocery,"Herbs, Spices & Seasonings",Single Herbs & Spices,"Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit /537.36 (KHTML, like Gecko) Chrome/51.0.2704.79Safari/537.36 Edge/14.14393"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/66/438567/1.jpg?9405,Nestle Maggi Naija Pot X 24 Carton , 8 550,maggi seasoning has a vibrant intense and rich chicken flavour maggi not only gives consumers a wider choice of maggi tastes but also ensures that we satisfy the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.maggi seasoning has a vibrant intense and rich chicken flavour maggi not only gives consumers a wider choice of maggi tastes but also ensures that we satisfy the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.maggi seasoning has a vibrant intense and rich chicken flavour maggi not only gives consumers a wider choice of maggi tastes but also ensures that we satisfy the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.maggi seasoning has a vibrant intense and rich chicken flavour maggi not only gives consumers a wider choice of maggi tastes but also ensures that we satisfy the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends.,AffordableGreat Value for moneyPremiumDelicious taste in food100 cubes in a pack ,SKU: NE058FF13K0BRNAFAMZ,Model: MAGGI,Production Country: Nigeria,Product Line: DEESKI.COM,Weight (kg): 0.2,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6)AppleWebKit /537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/82/083466/1.jpg?3307,Trs Garlic Powder, 2 600,garlic powder has all of the advantages of whole garlic since it is a powdered version of whole garlic. accessible in most supermarketsand makes a nutritious addition to your diet.it is used to season meat and veggies and increasing the taste in snacks like roasted nuts and popcorn.in low sodium dishes garlic powder can be used to get brighter flavours.garlic powder might be applied to bread to make garlic bread garlic toast canap crostini bruschetta and crostini.garlic powder is a great ingredient in dry rubs and spice blends.the oils are frequently enhanced with powdered garlic to be used as a flavouring for bread vegetables and pasta.as a topping garlic powder is utilised for seasoning tomato ketchup mayonnaise or sauces salads flavours spaghetti stews pickles chutneys and many curried dishes.garlic powder health benefits garlic powder is additionally used as a solution for infection especially chest and fungal infections digestive problems.garlic powder also controlsblood glucose levels. garlic extracts bring down the blood homocysteine level.in naturopathy garlic powder is used as a treatment forintestinal parasites and intestinal worms.garlic is awesome for the circulatory system and heart.it has been demonstrated to lower cholesterol and thin the blood prevent stroke hypertension and heart illness.blocks the development of tumour cells people who eat garlic have a tendency to develop less stomach and colon malignancy.interesting facts april 19th is dedicated to the garlic known as national garlic day.methods of farming producing product garlic powder is produced using garlic cloves that have been got dried out and ground into fine particles. the flavour is different than fresh chopped garlic but still garlicky. it tastes sweeter and less assertive than afresh one additionally without the caramel hints that you get from saut ed and roasted garlic.,,SKU: TR737FF1CVC0ANAFAMZ,Color: N/A,Main Material: Garlic powder,Product Line: Bora stores,Weight (kg): 0.3,Grocery,"Herbs, Spices & Seasonings",Single Herbs & Spices,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6)AppleWebKit /537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/13/563186/1.jpg?5267,Trs White Pepper Powder 100g X5, 9 500,the spice helps to get rid of secretions from airways.it is also used to treat constipation as it supports large intestine peristalsis and accelerates metabolism. it has anti inflammatory effect and also freshens breath. it enhances the immune system and tones the overall body.white pepper is often used in dishes that need a peppery bite but where you don t want black flecks such as in white sauces and potato dishes.in chinese cuisine ground white pepper is used to add flavor to soups marinades for meat and poultry and spicier stir fries. white pepper or safed mirch comes from the same shrub as black pepper but it has some wondrous benefits that its sister spice does not. from helping in digestive problems dental issues and weight loss to curing minor headaches cold and cough white pepper can help you out with toothache and weak eyesight,,SKU: TR737FF082PF6NAFAMZ,Color: N/A,Production Country: India,Product Line: BAZAAR SUPERMART,Weight (kg): 0.001,Grocery,"Herbs, Spices & Seasonings",Pepper & Peppercorns,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2)AppleWebKit /601.3.9 /601.3.9 (KHTML, like Gecko)"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/81/494621/1.jpg?1517,Knorr Seasoning Cubes 3 Packs, 3 000,knorr chicken seasoning cubes are manufactured under the highest standards of quality control to give to you the perfect seasoning agent for your meals meats soups and stews. it contains dietary fibre and protein with a pure dash of chicken flavour. unlike other seasoning agents knorr chicken seasoning cubes does give your meals the after effects of a harsh salty unpleasant taste. when applied your meals turn out to be exquisitely delicious and the chicken flavoured aroma becomes enchanting and enticing. if you are a woman looking to impress knorr chicken seasoning cubes guarantees that it satisfies the taste and need of every woman in the kitchen which is to create meals worthy of celebration by her family and friends. ,Contains dietary fibreGives an Iconic Chicken Flavor to meals meats and soupsCreates meals that are aromatically appealingSatisfying3pack 50 x 8g ,SKU: KN679GR1CIPNHNAFAMZ,NAFDAC No.: N/A,Production Country: Nigeria,Product Line: Rosela Connection,Weight (kg): 1.2,Grocery,Food Cupboard,Cooking Ingredients,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit /537.36 KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/53/530107/1.jpg?5085,Larsor 2 Pepper Soup Seasoning Sachet, 2 900,we all love pepper soup but making it can be an herculean task .this spice makes it quite easy and nice to make .it has the exact ingredients needed i the right quantity .this pepper soup spice is sweet nutritious and delicious ,2 pepper soup spice Delicious Nutritious Nourishing Highly recommended Nourishing ,SKU: LA827FF0VVC3FNAFAMZ,Color: N/A,Main Material: Natural,Weight (kg): 0.01,Shop Type: Jumia Mall,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5)AppleWebKit /603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/63/562407/1.jpg?0990,AVILAN All African Delicacies Natural MSG free Seasoning Powder, 3 500,complete natural package for your african delicaciesavilan all african delicacies msg free is made up of various types of local fish and other natural ingredients to liven up your meals and deliver the vital nutrients to your body in the yummiest avilan way.how to useadd the desired quantity of avilan naturalle all african delicacies seasoning which is msg free into a pot of soup stew while cooking for a naturally great tasting meal.complete natural package for your african delicaciesavilan all african delicacies msg free is made up of various types of local fish and other natural ingredients to liven up your meals and deliver the vital nutrients to your body in the yummiest avilan way.how to useadd the desired quantity of avilannaturalle all african delicacies seasoning which is msg free into a pot of soup stew while cooking for a naturally great tasting meal.complete natural package for your african delicaciesavilan all african delicacies msg free is made up of various types of local fish and other natural ingredients to liven up your meals and deliver the vital nutrients to your body in the yummiest avilan way.how to useadd the desired quantity of avilannaturalle all african delicacies seasoning which is msg free into a pot of soup stew while cooking for a naturally great tasting meal.,COMPLETE NATURAL PACKAGE FOR YOUR AFRICAN DELICACIESAvilan All African delicacies MSG FREE is made up of various types of local fish and other natural ingredients to liven up your meals and deliver the vital nutrients to your body in the yummiest Avilan Way.How to useAdd the desired quantity of Avilannaturalle All African delicacies seasoning Which is MSG FREE into a pot of soup stew while cooking for a naturally great tasting meal.,SKU: AV902FF11UD2FNAFAMZ,Product Line: Jokadiva's Beauty Place,Weight (kg): 0.1,Product Line: Jokadiva's Beauty Place,Weight (kg): 0.1,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2)AppleWebKit /601.3.9 /601.3.9 (KHTML, like Gecko)"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/26/317407/1.jpg?9257,Spice Supreme Onion Powder 71g, 5 000,onion powder on my store.bring your food to life with the very best spice and seasoning. whether you re a masterchef or an amateur cook your meals shouldn t taste bland. with the right combination of spices and seasoning you can truly cook great tasting dishes. knowing what spice to add can dramatically transform your meals and make people ask for more.,100 naturalNo preservativesNatural flavours,SKU: SP744FF0FO2N3NAFAMZ,Color: White,Main Material: Onion,Weight (kg): 0.071,Shop Type: Jumia Mall/Food,Grocery,"Herbs, Spices & Seasonings",Single Herbs & Spices,"Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit /537.36 (KHTML, like Gecko) Chrome/51.0.2704.79Safari/537.36 Edge/14.14393"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/74/739676/1.jpg?3970,Gold Kili Ginger Drink Tea, 2 950,ginger drink is a blend of natural ginger and honey creating a refreshing sweet taste.ginger is known worldwide for its warming anti oxidant and invigorating effects.many culture and people uses ginger as a natural remedy to maintain good health.,Relieve nauseaImprove stomach performance Reduce inflammation Fight respiratory problems Improve blood circulation ,SKU: GO516GR18HXI4NAFAMZ,NAFDAC No.: NRN 01-6365,Production Country: China,Product Line: EASTERN SHOP,Weight (kg): 0.36,Grocery,"Herbs, Spices & Seasonings",Single Herbs & Spices,Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/19/242501/1.jpg?6201,Mr Chef Purely Refined Iodized Salt 2packs, 650,mr. chef pure and iodized cooking salt is produced under a high quality control standard and has become a household name in nigeria and most catering and hospitality businesses. it is perfect for healthy cooking and delicious seasoning of various types of meals.,Recommended for healthy cookingHighly recommended for seasoningHas perfect and mild blend with foods and on the tongue,SKU: MR111GR0BGFLXNAFAMZ,NAFDAC No.: 02-4890,Product Line: Toskfelic F,Product Line: Toskfelic F,Weight (kg): 0.5,Grocery,Food Cupboard,Cooking Ingredients,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5)AppleWebKit /603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/40/183696/1.jpg?5406,Spice Supreme Gel Superior Thyme Leaves, 3 500,gel superior thyme leaves is a unique blend of aromatic herbs spices packed in an air tight jar for a long shelf life very ideal for seasoning beef chicken fish and other poultry products.good taste and aroma for your stew soup meats chicken and varieties of rice recipe,Gel superior thyme leaves is a mixture of spices for a good taste for your rice and stew varieties of food cookedBig jar for you parties foods occasion planning and home use .Great taste aroma last longer,SKU: SP744FF0NX9XSNAFAMZ,Color: N/A,Production Country: United States,Product Line: The mega store,Weight (kg): 1,Grocery,"Herbs, Spices & Seasonings",Mixed Spices & Seasonings,Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/16/520796/1.jpg?7594,Spice Supreme Bay Leaves Seasoning, 1 950 2 800,add this spice to your life with this bay leaves seasoning to adds a delicious blend of herbs and spices specially arranged to enhance for any fish seafood or chicken dishes. this is one of the most commonly used spices in the world. ,Made With High Quality.Add Good Aroma.Gives Taste to the Meal.Great Bay Leaves Seasoning.Affordable.,SKU: SP744FF09U3J0NAFAMZ,Main Material: Bay Leaves,Product Line: SharonP,Product Line: SharonP,Weight (kg): 0.4,Grocery,"Herbs, Spices & Seasonings",Single Herbs & Spices,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Thunderbird/45.3.0
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/25/886127/1.jpg?3580,Spice Supreme Ground Cinnamon X 2 Packs, 3 000,cinnamon is a spice that is made from the inner bark of trees scientifically known ascinnamomum .it has been used as an ingredient throughout history dating back as far as ancient egypt. it used to be rare and valuable and was regarded as a gift fit for kingsthese days cinnamon is cheap available in every supermarket and found as an ingredient in various foods and recipes.cinnamon has a sweet woody fragrance and is often used to flavour lamb and chicken dishes. used in dishes such as cakes biscuits and desserts or to flavour hot drinks.,,SKU: SP744FF0FETV3NAFAMZ,Color: N/A,Main Material: Spice,Weight (kg): 0.2,Shop Type: Jumia Mall,Grocery,"Herbs, Spices & Seasonings",Single Herbs & Spices,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6)AppleWebKit /537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
https://ng.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/99/666846/1.jpg?8186,Red Ape Cinnamon Premium Organic Ground Cinnamon 1Lbs 454 G, 7 000,this certified organic cassia cinnamon was sustainably harvested and slowly ground to sweet fragrant perfection. used by the most discerning chefs around the world. 5 of profits go to the protection of orangutans and their habitat certified organic ground cassia cinnamon from sumatra. you will quickly notice the difference in taste with our fragrant sweet organic cinnamon. this robust korintje cinnamon from sumatra is ideal for baking and will enliven the flavors of desserts cookies and cinnamon rolls. red ape cinnamon is sustainably harvested in indonesia from cassia cinnamon trees that are at least 20 years old. the volatile oil v.o. content is much higher in older trees resulting in a higher quality cinnamon. you will quickly notice the difference in taste with our fragrant sweet organic cinnamon. this robust korintje cinnamon from sumatra is ideal for baking and will enliven the flavors of desserts cookies and cinnamon rolls. organic this product has not been irradiated or fumigated. directions ideal for baking and will enliven the flavors of desserts cookies and cinnamon rolls. ingredientspure ground organic cassia cinnamon.nutrition factsservings per container 58serving size 1 tbsp dry 7.8g calories 20amount serving dvtotal fat 0g0 saturated fat 0.027g0 trans fat 0gcholesterol 0mg0 sodium 0mg0 total carbohydrate 6g2 dietary fiber 4g14 total sugars 0gincludes 0g added sugars0 protein 0g0 vitamin d 0mcg0 calcium 78mg6 iron 0.65mg4 potassium 34mg0 this certified organic cassia cinnamon was sustainably harvested and slowly ground to sweet fragrant perfection. used by the most discerning chefs around the world. 5 of profits go to the protection of orangutans and their habitat certified organic ground cassia cinnamon from sumatra. you will quickly notice the difference in taste with our fragrant sweet organic cinnamon. this robust korintje cinnamon from sumatra is ideal for baking and will enliven the flavors of desserts cookies and cinnamon rolls. red ape cinnamon is sustainably harvested in indonesia from cassia cinnamon trees that are at least 20 years old. the volatile oil v.o. content is much higher in older trees resulting in a higher quality cinnamon. you will quickly notice the difference in taste with our fragrant sweet organic cinnamon. this robust korintje cinnamon from sumatra is ideal for baking and will enliven the flavors of desserts cookies and cinnamon rolls. organic this product has not been irradiated or fumigated., Grown for 15 years in volcanic ash along the equator. Sun dried and slowly ground creating a lush flavorful spice. High oil content huge flavor Organic This product has not been irradiated or fumigated. ,SKU: RE976FF1NC7FINAFAMZ,Weight (kg): 0.2,,SKU: RE976FF1NC7FINAFAMZ,Weight (kg): 0.2,Grocery,"Herbs, Spices & Seasonings",Single Herbs & Spices,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0
